python_spike_time_s,cadence_spike_time_s,timing_error_s,timing_error_ms
0.0886,0.0885530440897085,4.695591029149626e-05,0.04695591029149626
0.0896,0.0895381302253959,6.186977460409526e-05,0.06186977460409526
0.0906,0.0905231977678975,7.68022321025047e-05,0.0768022321025047
0.0916,0.0915082272725593,9.177272744069487e-05,0.09177272744069487
0.0925,0.0924930567713935,6.943228606504093e-06,0.006943228606504093
0.0935,0.0934779557830675,2.2044216932498584e-05,0.022044216932498584
0.0945,0.0944628871029285,3.7112897071506223e-05,0.03711289707150622
0.0955,0.0954475202384568,5.247976154319767e-05,0.05247976154319767
0.0965,0.0964325608020945,6.743919790550001e-05,0.06743919790550001
0.0975,0.0974175201330821,8.247986691790887e-05,0.08247986691790887
0.0985,0.0984024357444757,9.756425552430448e-05,0.09756425552430448
0.0994,0.0993874836764993,1.2516323500702531e-05,0.01251632350070253
